Name,IQ,GPA,Placement
Student4376,84,3.47,1
Student4377,86,3.36,0
Student4378,122,2.43,0
Student4379,116,2.48,1
Student4380,103,2.71,1
Student4381,122,2.24,0
Student4382,150,2.44,1
Student4383,149,2.94,1
Student4384,127,3.83,1
Student4385,110,3.89,0
Student4386,85,3.56,1
Student4387,114,3.24,0
Student4388,118,2.66,0
Student4389,118,3.23,1
Student4390,81,3.24,1
Student4391,88,3.16,0
Student4392,89,2.33,0
Student4393,146,3.8,1
Student4394,141,3.61,1
Student4395,91,2.62,0
Student4396,124,2.83,0
Student4397,90,3.9,0
Student4398,97,2.55,1
Student4399,143,2.53,1
Student4400,122,2.52,0
Student4401,149,2.28,1
Student4402,135,2.75,0
Student4403,137,3.62,0
Student4404,116,3.71,0
Student4405,121,2.38,1
Student4406,82,3.69,0
Student4407,93,3.74,0
Student4408,118,3.58,1
Student4409,83,2.64,0
Student4410,120,3.37,0
Student4411,122,2.35,0
Student4412,121,2.57,0
Student4413,142,2.65,1
Student4414,138,2.82,1
Student4415,120,2.15,0
Student4416,94,2.43,0
Student4417,83,2.52,0
Student4418,87,2.47,1
Student4419,118,2.99,1
Student4420,123,3.69,0
Student4421,96,3.32,0
Student4422,104,2.35,1
Student4423,105,3.09,1
Student4424,129,2.61,1
Student4425,146,2.77,1
Student4426,87,2.61,1
Student4427,101,2.54,1
Student4428,130,2.41,0
Student4429,121,2.12,0
Student4430,116,3.96,1
Student4431,116,3.2,0
Student4432,147,2.45,1
Student4433,146,3.22,1
Student4434,140,2.71,0
Student4435,95,2.66,1
Student4436,140,3.34,1
Student4437,125,3.26,0
Student4438,91,3.31,1
Student4439,118,3.94,0
Student4440,143,3.88,0
Student4441,100,2.04,1
Student4442,117,2.37,1
Student4443,95,3.93,1
Student4444,131,3.34,0
Student4445,84,2.72,0
Student4446,81,3.64,1
Student4447,98,3.23,1
Student4448,118,2.1,0
Student4449,106,2.66,0
Student4450,93,3.19,1
Student4451,115,3.69,0
Student4452,96,3.23,0
Student4453,115,3.58,1
Student4454,107,3.72,1
Student4455,126,3.92,1
Student4456,89,2.95,0
Student4457,132,2.89,1
Student4458,95,3.81,0
Student4459,114,2.56,0
Student4460,82,3.04,1
Student4461,118,2.44,0
Student4462,112,2.72,1
Student4463,90,3.05,1
Student4464,140,2.52,0
Student4465,85,2.87,0
Student4466,87,2.58,0
Student4467,125,2.58,1
Student4468,142,2.0,0
Student4469,124,3.62,1
Student4470,127,3.69,1
Student4471,122,3.28,0
Student4472,121,3.01,1
Student4473,96,3.47,1
Student4474,135,2.94,0
Student4475,102,2.89,0
Student4476,86,2.82,0
Student4477,139,2.69,1
Student4478,96,3.35,0
Student4479,112,3.79,0
Student4480,135,2.65,1
Student4481,114,3.39,1
Student4482,139,3.36,1
Student4483,107,3.28,1
Student4484,132,3.57,1
Student4485,80,3.88,1
Student4486,109,3.52,0
Student4487,90,3.49,1
Student4488,130,2.77,1
Student4489,134,3.25,1
Student4490,87,2.99,0
Student4491,89,2.39,0
Student4492,92,3.19,0
Student4493,86,3.27,0
Student4494,147,2.05,1
Student4495,104,2.03,1
Student4496,146,3.81,0
Student4497,121,2.2,0
Student4498,147,2.3,1
Student4499,113,2.63,0
Student4500,142,2.9,1
Student4501,130,2.01,0
Student4502,115,3.51,0
Student4503,103,2.11,1
Student4504,121,3.48,1
Student4505,97,3.83,1
Student4506,149,3.64,1
Student4507,125,2.41,0
Student4508,109,3.18,1
Student4509,80,2.72,1
Student4510,95,2.7,1
Student4511,95,2.12,1
Student4512,146,2.21,1
Student4513,90,2.87,0
Student4514,113,3.78,0
Student4515,138,3.26,0
Student4516,119,2.17,1
Student4517,131,2.23,1
Student4518,144,3.47,1
Student4519,119,3.95,0
Student4520,134,2.75,0
Student4521,134,3.07,1
Student4522,141,3.88,0
Student4523,113,2.06,0
Student4524,141,2.05,0
Student4525,83,2.7,1
Student4526,86,2.04,0
Student4527,138,3.8,0
Student4528,127,2.32,1
Student4529,146,3.89,1
Student4530,143,2.34,1
Student4531,149,3.29,0
Student4532,124,2.92,1
Student4533,136,2.22,0
Student4534,123,3.92,0
Student4535,118,2.74,1
Student4536,131,3.22,1
Student4537,102,2.52,1
Student4538,122,2.19,1
Student4539,133,3.38,1
Student4540,145,3.34,0
Student4541,140,2.3,0
Student4542,102,2.57,1
Student4543,83,2.55,1
Student4544,143,2.54,0
Student4545,131,3.0,1
Student4546,143,2.25,0
Student4547,111,3.62,1
Student4548,114,2.77,1
Student4549,145,2.99,0
Student4550,97,2.1,0
Student4551,141,2.26,0
Student4552,107,2.33,1
Student4553,135,2.88,1
Student4554,99,2.42,1
Student4555,115,3.65,1
Student4556,85,2.67,1
Student4557,82,2.34,0
Student4558,114,2.17,1
Student4559,142,2.73,0
Student4560,149,3.83,0
Student4561,147,2.74,1
Student4562,131,3.22,1
Student4563,131,3.53,1
Student4564,102,3.25,0
Student4565,80,2.25,0
Student4566,93,3.25,1
Student4567,94,2.7,0
Student4568,91,2.71,0
Student4569,81,2.64,0
Student4570,134,3.44,0
Student4571,90,2.52,1
Student4572,111,2.99,0
Student4573,122,2.76,1
Student4574,144,2.28,0
Student4575,129,2.36,1
Student4576,83,3.83,1
Student4577,124,2.84,0
Student4578,135,2.86,0
Student4579,91,2.31,1
Student4580,86,3.46,1
Student4581,143,3.86,0
Student4582,112,3.06,0
Student4583,121,2.08,0
Student4584,105,3.03,1
Student4585,107,3.83,0
Student4586,89,2.69,0
Student4587,138,2.53,0
Student4588,109,3.7,0
Student4589,89,3.42,1
Student4590,137,3.9,0
Student4591,140,2.15,0
Student4592,125,2.33,1
Student4593,91,2.41,0
Student4594,137,2.27,0
Student4595,118,2.55,0
Student4596,102,3.51,0
Student4597,83,3.01,0
Student4598,124,3.8,1
Student4599,105,2.22,0
Student4600,120,3.84,1
Student4601,80,3.0,1
Student4602,97,2.06,1
Student4603,95,3.87,0
Student4604,117,2.48,0
Student4605,87,3.24,1
Student4606,150,2.51,1
Student4607,122,3.11,1
Student4608,81,3.55,0
Student4609,144,2.18,1
Student4610,86,3.52,0
Student4611,117,3.35,0
Student4612,112,3.8,0
Student4613,142,3.15,0
Student4614,82,3.98,1
Student4615,126,3.99,1
Student4616,83,3.34,1
Student4617,102,2.81,0
Student4618,118,2.23,1
Student4619,127,3.24,0
Student4620,87,3.52,0
Student4621,112,3.23,1
Student4622,121,3.05,1
Student4623,94,2.4,1
Student4624,116,2.57,0
Student4625,104,3.11,0
Student4626,126,2.65,1
Student4627,112,3.64,0
Student4628,150,3.94,0
Student4629,129,3.77,1
Student4630,143,3.9,0
Student4631,127,2.64,0
Student4632,126,2.72,0
Student4633,127,2.38,0
Student4634,83,2.54,1
Student4635,103,3.31,0
Student4636,99,3.43,0
Student4637,104,2.2,0
Student4638,128,3.37,1
Student4639,88,2.85,0
Student4640,89,2.0,0
Student4641,141,2.28,0
Student4642,85,3.9,1
Student4643,124,3.03,1
Student4644,139,3.47,1
Student4645,81,2.76,0
Student4646,97,3.08,1
Student4647,139,3.76,1
Student4648,113,2.04,1
Student4649,106,3.69,1
Student4650,146,3.42,1
Student4651,134,2.75,0
Student4652,106,2.77,0
Student4653,87,2.35,0
Student4654,146,2.48,1
Student4655,150,2.03,0
Student4656,142,3.9,1
Student4657,94,3.86,1
Student4658,112,3.04,1
Student4659,110,3.56,1
Student4660,137,3.7,0
Student4661,87,3.81,1
Student4662,138,3.21,1
Student4663,104,2.12,0
Student4664,103,2.07,1
Student4665,89,2.41,0
Student4666,88,2.67,1
Student4667,104,3.91,1
Student4668,87,2.98,1
Student4669,103,3.61,0
Student4670,119,3.36,0
Student4671,148,2.54,0
Student4672,89,3.87,0
Student4673,135,3.74,0
Student4674,121,2.76,0
Student4675,135,3.88,1
Student4676,135,2.9,0
Student4677,96,3.56,0
Student4678,106,2.84,1
Student4679,98,3.78,0
Student4680,149,2.11,1
Student4681,117,3.37,1
Student4682,89,3.84,0
Student4683,149,3.79,1
Student4684,117,2.48,1
Student4685,107,2.08,0
Student4686,144,2.66,0
Student4687,146,3.07,1
Student4688,86,3.21,0
Student4689,148,2.31,1
Student4690,125,3.98,0
Student4691,97,2.25,0
Student4692,139,2.6,1
Student4693,144,3.67,0
Student4694,84,2.75,0
Student4695,86,3.23,1
Student4696,99,3.0,1
Student4697,140,3.81,1
Student4698,149,2.83,0
Student4699,107,2.69,0
Student4700,86,3.93,0
Student4701,139,2.61,0
Student4702,129,3.28,0
Student4703,120,2.92,0
Student4704,104,2.65,1
Student4705,94,3.82,1
Student4706,84,2.54,0
Student4707,91,2.83,0
Student4708,145,2.19,0
Student4709,145,3.7,1
Student4710,125,2.59,1
Student4711,111,3.2,0
Student4712,110,2.78,0
Student4713,141,2.76,1
Student4714,91,3.09,0
Student4715,97,3.69,1
Student4716,123,2.25,0
Student4717,89,2.67,0
Student4718,120,2.17,1
Student4719,120,2.06,0
Student4720,112,2.32,1
Student4721,149,3.45,0
Student4722,143,2.81,1
Student4723,95,3.18,0
Student4724,127,3.19,0
Student4725,142,2.41,0
Student4726,114,2.14,1
Student4727,94,3.2,0
Student4728,88,3.7,1
Student4729,128,2.66,0
Student4730,114,2.69,0
Student4731,126,2.62,0
Student4732,84,3.96,0
Student4733,108,2.98,1
Student4734,108,2.76,0
Student4735,98,3.23,0
Student4736,130,3.57,0
Student4737,150,3.26,1
Student4738,125,3.77,0
Student4739,104,3.4,0
Student4740,132,2.52,0
Student4741,85,2.28,0
Student4742,135,2.37,1
Student4743,121,2.63,0
Student4744,125,2.23,0
Student4745,81,2.54,0
Student4746,97,3.84,0
Student4747,132,2.86,1
Student4748,110,2.71,1
Student4749,121,3.04,1
Student4750,80,2.22,1
Student4751,100,3.51,1
Student4752,137,3.43,0
Student4753,99,2.42,0
Student4754,115,3.51,1
Student4755,146,3.31,1
Student4756,145,2.76,1
Student4757,122,2.29,0
Student4758,125,2.4,0
Student4759,124,3.51,1
Student4760,144,2.37,0
Student4761,150,3.09,0
Student4762,120,2.77,1
Student4763,150,2.62,0
Student4764,90,2.23,0
Student4765,125,3.33,0
Student4766,109,3.3,0
Student4767,93,2.44,1
Student4768,119,3.03,1
Student4769,132,3.54,1
Student4770,129,3.97,1
Student4771,89,3.98,1
Student4772,109,2.49,1
Student4773,86,2.62,1
Student4774,148,3.66,0
Student4775,89,2.88,1
Student4776,125,3.17,0
Student4777,111,2.87,0
Student4778,132,3.83,0
Student4779,121,2.99,1
Student4780,126,3.35,1
Student4781,124,3.14,0
Student4782,107,3.67,1
Student4783,102,2.59,0
Student4784,113,3.79,0
Student4785,104,2.31,1
Student4786,96,2.21,0
Student4787,104,3.08,0
Student4788,133,2.22,1
Student4789,127,3.53,0
Student4790,101,3.77,0
Student4791,146,2.59,1
Student4792,81,2.62,0
Student4793,118,3.75,1
Student4794,91,3.59,0
Student4795,96,3.76,0
Student4796,110,3.39,0
Student4797,84,3.25,1
Student4798,101,2.0,0
Student4799,143,3.44,0
Student4800,115,3.77,0
Student4801,134,2.48,1
Student4802,127,3.88,1
Student4803,107,3.1,0
Student4804,82,2.1,1
Student4805,137,3.31,1
Student4806,120,2.95,0
Student4807,86,3.04,0
Student4808,112,3.32,0
Student4809,110,3.0,1
Student4810,110,2.05,1
Student4811,100,3.62,1
Student4812,138,2.33,0
Student4813,132,2.27,1
Student4814,149,2.89,0
Student4815,92,2.92,1
Student4816,98,2.47,1
Student4817,80,3.12,0
Student4818,87,2.9,0
Student4819,134,2.11,1
Student4820,134,3.16,1
Student4821,86,3.35,1
Student4822,97,3.57,1
Student4823,108,2.22,0
Student4824,101,3.35,0
Student4825,120,2.19,0
Student4826,93,2.67,1
Student4827,143,2.43,1
Student4828,119,3.36,1
Student4829,101,3.12,1
Student4830,108,2.82,1
Student4831,143,3.07,1
Student4832,138,3.38,0
Student4833,133,2.81,0
Student4834,81,3.82,1
Student4835,109,3.53,1
Student4836,133,2.54,1
Student4837,97,2.44,1
Student4838,127,2.26,0
Student4839,115,3.36,1
Student4840,124,3.35,0
Student4841,118,3.63,1
Student4842,149,3.34,1
Student4843,118,2.59,0
Student4844,139,3.8,1
Student4845,89,2.64,1
Student4846,138,3.24,1
Student4847,102,3.7,1
Student4848,110,3.96,0
Student4849,131,3.6,0
Student4850,135,2.75,0
Student4851,103,2.68,0
Student4852,88,3.86,0
Student4853,102,2.21,0
Student4854,89,3.4,1
Student4855,137,2.16,1
Student4856,95,3.62,0
Student4857,84,2.16,0
Student4858,148,3.17,1
Student4859,121,2.15,1
Student4860,122,2.94,1
Student4861,130,2.77,1
Student4862,102,2.04,1
Student4863,87,2.86,0
Student4864,89,2.8,1
Student4865,89,3.33,0
Student4866,134,2.85,0
Student4867,141,2.49,0
Student4868,117,3.07,1
Student4869,137,2.9,1
Student4870,108,3.04,0
Student4871,150,3.8,0
Student4872,102,2.22,1
Student4873,92,3.45,0
Student4874,82,2.5,1
Student4875,112,3.59,0
Student4876,113,3.5,0
Student4877,90,2.43,1
Student4878,150,2.18,1
Student4879,101,3.17,0
Student4880,104,2.21,0
Student4881,112,2.15,0
Student4882,113,2.22,0
Student4883,94,2.88,1
Student4884,82,2.58,1
Student4885,97,3.41,0
Student4886,143,3.2,1
Student4887,98,2.09,1
Student4888,126,3.61,1
Student4889,97,2.65,0
Student4890,130,2.89,1
Student4891,85,3.79,0
Student4892,111,3.62,0
Student4893,97,3.15,0
Student4894,119,3.71,1
Student4895,103,2.78,0
Student4896,81,2.97,0
Student4897,110,3.58,0
Student4898,145,2.57,0
Student4899,149,3.45,1
Student4900,139,3.16,1
Student4901,120,2.79,1
Student4902,102,2.13,0
Student4903,149,3.8,1
Student4904,80,3.56,0
Student4905,119,2.11,0
Student4906,96,2.4,1
Student4907,113,3.24,1
Student4908,120,2.47,0
Student4909,147,3.73,1
Student4910,144,2.24,0
Student4911,118,3.58,1
Student4912,141,3.35,0
Student4913,137,3.96,1
Student4914,99,2.88,0
Student4915,127,3.33,0
Student4916,98,3.51,0
Student4917,118,2.09,1
Student4918,143,3.97,0
Student4919,141,3.19,1
Student4920,112,3.09,0
Student4921,108,2.19,1
Student4922,126,2.58,1
Student4923,134,2.32,0
Student4924,116,3.31,0
Student4925,122,3.79,0
Student4926,104,3.97,0
Student4927,107,3.92,0
Student4928,88,3.97,1
Student4929,89,2.06,1
Student4930,116,3.41,0
Student4931,138,2.34,0
Student4932,149,2.35,0
Student4933,84,3.42,0
Student4934,136,2.31,0
Student4935,122,3.9,1
Student4936,117,3.3,0
Student4937,82,2.3,1
Student4938,148,3.21,0
Student4939,106,2.5,0
Student4940,142,2.66,1
Student4941,107,2.42,1
Student4942,134,3.36,1
Student4943,122,3.11,0
Student4944,118,3.66,1
Student4945,145,3.63,0
Student4946,104,3.04,1
Student4947,144,3.41,1
Student4948,150,2.41,1
Student4949,141,2.56,1
Student4950,115,2.12,0
Student4951,126,2.14,1
Student4952,148,3.34,0
Student4953,135,3.57,0
Student4954,145,2.39,1
Student4955,143,2.34,0
Student4956,103,3.9,0
Student4957,117,2.79,0
Student4958,122,2.04,0
Student4959,87,3.51,0
Student4960,110,2.63,1
Student4961,80,2.52,1
Student4962,117,2.61,1
Student4963,132,3.52,0
Student4964,133,2.11,1
Student4965,91,3.1,1
Student4966,86,3.31,1
Student4967,143,2.57,0
Student4968,100,2.58,0
Student4969,90,2.06,0
Student4970,120,3.27,1
Student4971,135,3.76,0
Student4972,109,2.59,0
Student4973,114,3.29,1
Student4974,119,3.35,0
Student4975,136,3.0,0
Student4976,103,3.35,1
Student4977,123,2.37,0
Student4978,130,2.44,1
Student4979,81,2.4,1
Student4980,109,3.91,0
Student4981,109,3.78,0
Student4982,105,3.21,1
Student4983,126,2.73,0
Student4984,91,3.53,0
Student4985,134,3.16,0
Student4986,93,3.34,0
Student4987,116,3.78,0
Student4988,84,2.59,0
Student4989,115,2.88,0
Student4990,117,2.93,0
Student4991,124,2.02,1
Student4992,136,2.48,1
Student4993,102,3.1,1
Student4994,147,2.64,1
Student4995,141,2.34,1
Student4996,137,2.12,1
Student4997,104,3.04,1
Student4998,128,2.24,1
Student4999,87,3.01,0
